utg000001l	1	1000	1	58	74.773	51410
utg000001l	1001	2000	1	62	80.84	51410
utg000001l	2001	3000	1	68	87.777	51410
utg000001l	3001	4000	1	63	81.919	51410
utg000001l	4001	5000	1	69	89.612	51410
utg000001l	5001	6000	1	63	81.945	51410
utg000001l	6001	7000	1	62	80.983	51410
utg000001l	7001	8000	1	66	85.746	51410
utg000001l	8001	9000	1	63	81.383	51410
utg000001l	9001	10000	1	70	91.25	51410
utg000001l	10001	11000	1	73	94.553	51410
utg000001l	11001	12000	1	64	82.646	51410
utg000001l	12001	13000	1	61	78.886	51410
utg000001l	13001	14000	1	68	88.698	51410
utg000001l	14001	15000	1	70	90.927	51410
utg000001l	15001	16000	1	67	87.485	51410
utg000001l	16001	17000	1	61	79.451	51410
utg000001l	17001	18000	1	59	77.145	51410
utg000001l	18001	19000	1	64	83.135	51410
utg000001l	19001	20000	1	63	81.495	51410
utg000001l	20001	21000	1	67	87.039	51410
utg000001l	21001	22000	1	56	72.805	51410
utg000001l	22001	23000	1	66	85.976	51410
utg000001l	23001	24000	1	93	120.298	51410
utg000001l	24001	25000	1	123	160.082	51410
utg000001l	25001	26000	1	180	234.152	51410
utg000001l	26001	27000	1	184	238.773	51410
utg000001l	27001	28000	1	99	129.181	51410
utg000001l	28001	29000	1	101	131.034	51410
utg000001l	29001	30000	1	80	104.546	51410
utg000001l	30001	31000	1	98	126.91	51410
utg000001l	31001	32000	1	96	125.449	51410
utg000001l	32001	33000	1	108	140.004	51410
utg000001l	33001	34000	1	61	79.592	51410
utg000001l	34001	35000	1	54	69.64	51410
utg000001l	35001	36000	1	62	79.997	51410
utg000001l	36001	37000	1	63	81.29	51410
utg000001l	37001	38000	1	64	82.953	51410
utg000001l	38001	39000	1	63	81.494	51410
utg000001l	39001	40000	1	53	69.499	51410
utg000001l	40001	41000	1	61	79.829	51410
utg000001l	41001	42000	1	66	85.521	51410
utg000001l	42001	43000	1	62	79.995	51410
utg000001l	43001	44000	1	58	74.779	51410
utg000001l	44001	45000	1	54	70.594	51410
utg000001l	45001	46000	1	59	76.262	51410
utg000001l	46001	47000	1	57	74.707	51410
utg000001l	47001	48000	1	66	86.031	51410
utg000001l	48001	49000	1	55	72.088	51410
utg000001l	49001	50000	1	56	73.364	51410
utg000001l	50001	51000	1	59	76.576	51410
utg000001l	51001	51410	1	43	55.7561	51410
utg000002l	1	1000	1	80	103.49	2450235
utg000002l	1001	2000	1	101	131.569	2450235
utg000002l	2001	3000	1	95	124.125	2450235
utg000002l	3001	4000	1	89	115.415	2450235
utg000002l	4001	5000	1	76	98.794	2450235
utg000002l	5001	6000	1	74	96.006	2450235
utg000002l	6001	7000	1	70	91.393	2450235
utg000002l	7001	8000	1	70	90.739	2450235
utg000002l	8001	9000	1	80	103.716	2450235
utg000002l	9001	10000	1	67	87.129	2450235
utg000002l	10001	11000	1	71	91.825	2450235
utg000002l	11001	12000	1	67	86.706	2450235
utg000002l	12001	13000	1	77	100.43	2450235
utg000002l	13001	14000	1	66	86.404	2450235
utg000002l	14001	15000	1	64	83.542	2450235
utg000002l	15001	16000	1	69	89.218	2450235
utg000002l	16001	17000	1	71	92.711	2450235
utg000002l	17001	18000	1	58	75.067	2450235
utg000002l	18001	19000	1	64	83.387	2450235
utg000002l	19001	20000	1	72	94.049	2450235
utg000002l	20001	21000	1	67	87.683	2450235
utg000002l	21001	22000	1	75	97.162	2450235
utg000002l	22001	23000	1	95	123.269	2450235
utg000002l	23001	24000	1	98	127.142	2450235
utg000002l	24001	25000	1	80	103.974	2450235
utg000002l	25001	26000	1	102	132.012	2450235
utg000002l	26001	27000	1	102	132.924	2450235
utg000002l	27001	28000	1	80	103.442	2450235
utg000002l	28001	29000	1	85	110.35	2450235
utg000002l	29001	30000	1	97	126.542	2450235
utg000002l	30001	31000	1	97	126.509	2450235
utg000002l	31001	32000	1	98	127.389	2450235
utg000002l	32001	33000	1	98	127.489	2450235
utg000002l	33001	34000	1	94	121.823	2450235
utg000002l	34001	35000	1	95	123.952	2450235
utg000002l	35001	36000	1	93	120.703	2450235
utg000002l	36001	37000	1	89	115.502	2450235
utg000002l	37001	38000	1	97	125.559	2450235
utg000002l	38001	39000	1	103	133.274	2450235
utg000002l	39001	40000	1	81	105.472	2450235
utg000002l	40001	41000	1	91	117.665	2450235
utg000002l	41001	42000	1	109	141.587	2450235
